No,predictor 1,predictor 2,predictor 3,predictor 4,predictor 5,target
"5,177",2291,1044,310,3,1514,1
"5,178",39159,1200,,1,1867,0
"5,179",11263,1084,289,7,3406,0
"5,180",35711,992,335.5,7,3430,0
"5,181",39579,1066,218,5,2619,1
"5,182",8864,1232,292,1,2370,0
"5,183",27279,1428,416,3,1534,0
"5,184",47981,1450,,1,2975,0
"5,185",24843,1118,449.5,1,3612,0
"5,186",41409,1212,345,1,3874,0
"5,187",39748,1206,288.5,1,3195,0
"5,188",18551,1364,403.5,1,3344,0
"5,189",12059,1106,,1,1090,1
"5,190",44897,966,298.5,1,3614,0
"5,191",37382,1146,439.5,3,2033,0
"5,192",17469,1000,410,3,981,0
"5,193",21264,1106,390.5,1,2710,0
"5,194",46953,1106,,1,3244,0
"5,195",32748,1224,,1,4457,0
"5,196",38891,1436,438,3,2250,0
"5,197",36017,1144,385,1,3125,0
"5,198",17099,960,201.5,3,3004,0
"5,199",30356,878,316,5,4329,1
"5,200",17875,1376,465,1,2506,0
"5,201",36657,1326,445.5,3,1754,0
"5,202",24529,986,297,3,2192,1
"5,203",17822,1372,355.5,1,2064,0
"5,204",42416,1096,416,1,1440,0
"5,205",1937,1208,429.5,1,707,0
"5,206",49141,690,213,1,2345,0
"5,207",16388,732,,5,3276,1
"5,208",31499,870,299.5,3,3739,1
"5,209",6634,960,,5,134,0
"5,210",34866,1106,303.5,1,2545,1
"5,211",10802,948,204.5,5,374,0
"5,212",37688,1106,,1,659,0
"5,213",9432,978,,1,2305,0
"5,214",22133,1106,330.5,3,266,0
"5,215",8398,1106,,1,4008,1
"5,216",22934,1218,,1,3578,0
"5,217",16188,1156,360.5,5,2781,0
"5,218",33493,1228,286,7,500,0
"5,219",4628,1106,432,5,3488,1
"5,220",28617,1450,404,1,2047,0
"5,221",5379,1180,,1,2440,0
"5,222",40003,1106,,1,3438,1
"5,223",38866,1106,,1,2886,0
"5,224",23362,1386,465,3,619,0
"5,225",28197,1106,,1,4558,0
"5,226",44574,1166,,3,1366,1
"5,227",27747,1348,444,5,1199,0
"5,228",16336,936,248,3,3973,0
"5,229",4510,1106,,1,4247,0
"5,230",44578,1254,411,1,3033,0
"5,231",2069,1194,451.5,1,4255,0
"5,232",40779,1158,503,1,2203,1
"5,233",20119,1040,332.5,3,4578,0
"5,234",23569,1270,424.5,1,1282,0
"5,235",49595,834,291.5,3,2453,1
"5,236",34936,822,310,5,366,0
"5,237",38859,1090,376.5,1,4803,0
"5,238",24832,1050,417,1,449,0
"5,239",27151,1170,,1,2632,0
"5,240",32926,1266,437.5,3,254,0
"5,241",31371,1100,380,3,3516,0
"5,242",14741,1318,425,5,3280,0
"5,243",38160,1110,314,3,947,1
"5,244",30499,1338,374,1,3067,0
"5,245",32156,1086,419,3,2747,0
"5,246",13027,1106,485.5,1,2042,0
"5,247",511,1106,390.5,3,4980,0
"5,248",43281,1350,366,5,3232,0
"5,249",1623,1022,404,5,4779,0
"5,250",35885,1134,283.5,7,4272,1
"5,251",15534,1026,328,17,1439,1
"5,252",42198,1076,452.5,3,922,0
"5,253",33878,1106,,1,2548,0
"5,254",31670,1182,362.5,5,162,0
"5,255",16691,1222,,1,4545,0
"5,256",18503,974,283,1,2467,0
"5,257",4137,1100,356.5,5,2391,0
"5,258",16997,1266,328,3,2821,0
"5,259",22778,932,325,7,1703,1
"5,260",4995,1000,,5,3483,0
"5,261",28068,1352,283.5,1,193,0
"5,262",38008,894,352.5,19,3469,0
"5,263",30511,1030,238,15,526,1
"5,264",7636,1098,426,1,1749,0
"5,265",5900,1106,410,1,751,0
"5,266",14228,976,410,3,1614,0
"5,267",43680,950,347,3,348,1
"5,268",46876,966,279.5,3,422,0
"5,269",1378,1264,383,7,3835,0
"5,270",48022,1176,330.5,5,1966,0
"5,271",40815,914,241.5,7,373,0
"5,272",9954,1106,,3,2772,0
"5,273",44541,1044,307,7,2474,1
"5,274",22013,1126,379.5,3,4242,1
"5,275",5464,1364,379.5,1,1187,0
"5,276",15048,1192,391.5,1,252,0
"5,277",40481,1066,499.5,3,3218,0
"5,278",23484,1336,449.5,1,796,0
"5,279",14344,1138,482.5,1,1464,0
"5,280",24079,782,244,5,2881,0
"5,281",9121,1088,328,9,4965,1
"5,282",48510,1450,452.5,1,1997,0
"5,283",15632,846,,9,1953,0
"5,284",43678,1100,432.5,1,1165,0
"5,285",31889,1106,,1,1625,0
"5,286",35428,1138,397,1,3838,0
"5,287",39726,842,402.5,5,4708,0
"5,288",22719,1252,332.5,3,2173,0
"5,289",8982,1268,411,3,741,0
"5,290",35767,1106,385.5,3,1230,0
"5,291",15626,1038,398,1,326,0
"5,292",28479,1106,330,5,4876,1
"5,293",36656,944,366,3,3001,0
"5,294",13345,1354,,1,2333,0
"5,295",18239,1020,400.5,1,1797,1
"5,296",14254,1032,221,3,1280,0
"5,297",25702,1076,330.5,1,1529,1
"5,298",35539,1106,,1,2249,0
"5,299",20748,1012,259,1,2730,1
"5,300",20203,1232,329.5,1,2896,0
"5,301",8355,900,279.5,5,106,1
"5,302",48532,1106,432.5,1,4512,0
"5,303",26594,1058,362,1,1323,1
"5,304",37710,996,357,1,1868,0
"5,305",37625,1232,449,1,3702,0
"5,306",18800,1242,404,3,388,0
"5,307",3361,1450,406,3,1072,0
"5,308",48009,1278,482.5,3,4165,0
"5,309",43244,1148,,1,667,0
"5,310",6524,1238,422,3,490,0
"5,311",4571,1150,400.5,3,2862,0
"5,312",45265,1418,,1,4304,0
"5,313",43214,1202,364.5,3,4833,1
"5,314",22292,970,323.5,7,2223,0
"5,315",49636,1206,349.5,1,1891,0
"5,316",1999,1192,404,1,1702,0
"5,317",46759,1282,390,3,3046,0
"5,318",49475,1106,,21,2701,1
"5,319",42795,1240,379.5,11,1482,1
"5,320",47806,1102,300.5,7,4316,0
"5,321",11496,1012,310,1,1288,1
"5,322",8392,1192,381,3,4635,1
"5,323",1405,1248,,1,873,1
"5,324",46960,1422,411.5,3,4671,0
"5,325",40792,1016,221.5,1,511,0
"5,326",29555,1450,424.5,7,1603,0
"5,327",17098,1154,,3,2070,0
"5,328",43983,1106,378.5,1,1089,0
"5,329",19383,818,368.5,5,2697,0
"5,330",39932,1200,336.5,3,2054,0
"5,331",87,1202,408,3,885,0
"5,332",30978,586,,7,3171,0
"5,333",47962,1106,,1,75,0
"5,334",24328,1106,,1,2885,0
"5,335",38364,1400,,1,3618,0
"5,336",14185,1314,402.5,1,2853,1
"5,337",31184,1176,283,1,2727,0
"5,338",17966,1260,385.5,1,4868,0
"5,339",16584,1432,473,1,2191,0
"5,340",2092,1246,416,1,4975,0
"5,341",6116,1336,448.5,5,2736,0
"5,342",19891,1012,434,5,4306,0
"5,343",6183,1106,465,1,1664,0
"5,344",19128,1106,430.5,1,2573,0
"5,345",29554,1294,387,3,554,0
"5,346",22263,1206,307,1,3920,0
"5,347",47472,926,279,3,3205,1
"5,348",30997,1224,401.5,5,465,0
"5,349",31635,934,338,5,133,0
"5,350",7842,1050,304.5,3,3275,0
"5,351",8442,1106,,1,4737,0
"5,352",28034,1106,,1,3825,0
"5,353",10299,1078,109,3,2165,1
"5,354",39565,1106,392.5,3,2767,0
"5,355",8883,1366,383,3,1075,0
"5,356",12582,1106,,1,3624,0
"5,357",20646,1260,415.5,7,4842,0
"5,358",36838,1132,411.5,1,4283,0
"5,359",28897,1106,403.5,1,4146,0
"5,360",1607,1106,,1,2762,0
"5,361",1017,1090,302.5,1,3409,0
"5,362",44763,1106,,1,2733,1
"5,363",49601,1274,400.5,1,461,0
"5,364",41016,1106,332.5,3,1363,0
"5,365",23428,1342,380.5,1,4469,1
"5,366",46590,1310,304.5,1,3684,0
"5,367",37145,998,306.5,5,3140,0
"5,368",4474,864,338.5,5,4368,1
"5,369",8357,1106,373,1,958,0
"5,370",42003,1106,389,1,2352,0
"5,371",13225,1106,,9,2456,0
"5,372",24118,1086,275.5,1,4946,1
"5,373",11223,902,339,1,3362,0
"5,374",17924,938,245,5,928,0
"5,375",26088,1294,,1,2918,0
"5,376",42803,840,195.5,3,3712,1
"5,377",36566,1106,,9,2769,0
"5,378",14665,1116,411.5,3,3729,1
"5,379",26589,1018,239,1,4817,1
"5,380",25787,1106,403.5,1,865,0
"5,381",15641,1106,391,1,3404,0
"5,382",16936,1058,281.5,7,983,1
"5,383",405,1204,333.5,1,3786,0
"5,384",23955,976,245.5,1,1444,0
"5,385",29821,974,380.5,13,1789,0
"5,386",24028,1106,,1,1773,0
"5,387",31415,1234,465,3,2404,1
"5,388",12902,1080,357.5,1,1824,1
"5,389",44762,1336,389.5,1,941,0
"5,390",4899,1096,456,1,3109,0
"5,391",31431,1232,401.5,1,2711,0
"5,392",19242,932,375,1,1906,0
"5,393",35174,1384,404,1,3208,0
"5,394",43195,1146,322.5,5,2036,0
"5,395",11785,1332,,1,3456,1
"5,396",41032,1106,,1,4530,0
"5,397",18421,1142,437.5,1,1251,0
"5,398",29902,1280,,3,4978,1
"5,399",22428,1378,396,1,717,0
"5,400",40976,1272,,3,2104,0
"5,401",48695,1200,400.5,5,1981,0
"5,402",22518,1066,425,7,1568,0
"5,403",7689,1190,384.5,1,1558,0
"5,404",25500,1106,,1,78,0
"5,405",9118,1026,409.5,7,2209,0
"5,406",23385,1106,412,5,3453,0
"5,407",23384,648,337,3,1795,0
"5,408",45335,1448,424.5,1,1568,0
"5,409",21649,1106,432,1,1365,0
"5,410",1474,1106,,1,2499,1
"5,411",24890,1106,409.5,5,1074,0
"5,412",30205,1314,380,3,3131,0
"5,413",32364,1106,342.5,5,1727,1
"5,414",447,908,330.5,9,4133,1
"5,415",5069,1256,,1,2708,0
"5,416",2524,1202,417,1,362,0
"5,417",14637,1280,330.5,1,3948,1
"5,418",34863,1340,406,1,549,0
"5,419",10834,1008,292,7,4863,1
"5,420",6917,1106,,1,2384,1
"5,421",18072,1110,286,11,3602,1
"5,422",36824,868,398.5,3,1213,0
"5,423",12265,1036,350.5,9,3097,0
"5,424",47145,1158,393,3,1805,0
"5,425",28154,670,215.5,7,4313,0
"5,426",41793,1106,406,7,4427,0
"5,427",3141,918,253,3,4564,1
"5,428",1643,1240,402.5,5,99,1
"5,429",48893,1222,374,5,4609,0
"5,430",37556,1210,485.5,3,3988,0
"5,431",35643,1200,427,3,4647,0
"5,432",2202,1112,,1,2841,0
"5,433",13645,1258,,7,467,0
"5,434",2991,1170,268.5,1,3215,0
"5,435",11612,1086,307.5,3,3353,0
"5,436",30771,1122,437.5,1,939,0
"5,437",42914,1350,456,1,3600,0
"5,438",41454,1450,424.5,1,1589,0
"5,439",43354,1404,452.5,7,1567,1
"5,440",42628,1086,328,7,4813,0
"5,441",33809,1242,406,3,575,0
"5,442",35538,1364,382,1,1231,0
"5,443",31306,1212,352.5,1,616,0
"5,444",48000,1346,408,1,3097,0
"5,445",34841,1292,378,1,2976,0
"5,446",19779,904,268.5,7,3062,0
"5,447",231,780,310,11,477,1
"5,448",8309,1292,388,3,3868,0
"5,449",39338,1070,461.5,1,3858,0
"5,450",21517,1106,385.5,7,2878,1
"5,451",28521,1342,465,1,2132,0
"5,452",35784,1106,,1,4064,0
"5,453",25306,1354,372,3,1819,0
"5,454",40773,810,338.5,7,3656,1
"5,455",14092,1194,,1,4224,0
"5,456",23697,1142,389.5,3,1770,0
"5,457",30326,1232,300.5,3,3937,0
"5,458",12770,1280,424.5,3,3114,0
"5,459",24029,958,328,3,641,0
"5,460",18143,1172,430.5,3,400,0
"5,461",25155,1160,398.5,3,820,0
"5,462",33491,1062,253.5,11,1549,0
"5,463",33327,1306,445.5,1,4749,1
"5,464",45727,1182,352,5,4610,0
"5,465",40122,1162,423.5,3,1448,0
"5,466",30570,1106,,7,61,0
"5,467",14945,936,344.5,1,1459,1
"5,468",7307,1106,,1,1064,0
"5,469",29274,912,330.5,1,4642,0
"5,470",16754,1044,210,1,2177,0
"5,471",44771,1186,428.5,11,162,0
"5,472",450,1210,352.5,1,1629,0
"5,473",46259,1240,419.5,3,2133,1
"5,474",20752,1066,353,3,2513,1
"5,475",10573,1000,417,7,1752,0
"5,476",18256,1428,466,1,256,0
"5,477",38099,1112,332,3,3051,1
"5,478",27530,1106,,1,1429,1
"5,479",49092,1254,452.5,1,1735,0
"5,480",47737,1124,304.5,3,1774,0
"5,481",24787,1122,326,1,4964,1
"5,482",24886,946,328,3,1035,1
"5,483",27032,1432,,1,886,0
"5,484",33003,1106,451,1,1857,0
"5,485",4238,904,300.5,3,4156,1
"5,486",32802,1370,438,3,848,0
"5,487",6077,1222,482.5,3,1278,0
"5,488",1073,1366,427,1,4435,0
"5,489",49584,1068,378,1,2437,0
"5,490",44048,1432,443.5,3,2267,0
"5,491",2352,1332,451,3,1932,0
"5,492",7280,1136,382.5,9,1875,0
"5,493",35200,958,348,3,209,1
"5,494",34326,1450,445.5,3,4777,0
"5,495",40119,868,314.5,3,2845,0
"5,496",23230,1004,,5,810,0
"5,497",13156,1306,387,3,2163,0
"5,498",27445,1042,385,1,2480,0
"5,499",10206,1106,,1,2272,0
"5,500",49217,1106,,1,3467,0
"5,501",47025,1286,438,1,4872,0
"5,502",8932,1124,359.5,5,3341,0
"5,503",34403,790,257,3,68,1
"5,504",23446,1254,456,1,1815,0
"5,505",41130,1228,,1,1561,0
"5,506",24208,1342,,1,1492,0
"5,507",21776,1048,291,1,2891,0
"5,508",48210,1106,327,1,4244,0
"5,509",13535,1220,398.5,7,348,0
"5,510",8082,964,307.5,1,110,0
"5,511",28600,1390,417,3,2721,0
"5,512",7093,1010,458.5,1,4110,0
"5,513",24273,1224,,1,3228,0
"5,514",44667,1106,374,1,1771,0
"5,515",26245,1188,325,3,2467,0
"5,516",37997,1382,482.5,1,3195,0
"5,517",1143,1060,,7,141,0
"5,518",24148,1218,396,9,1401,0
"5,519",19456,1048,224,3,1963,0
"5,520",2003,1106,,1,4888,0
"5,521",2525,1106,,1,1341,0
"5,522",21409,1186,403.5,1,3185,0
"5,523",30154,1048,373.5,1,161,0
"5,524",24665,1120,435,9,3096,0
"5,525",42549,1106,,1,2417,1
"5,526",40756,1408,466,1,131,0
"5,527",44266,996,330.5,5,2955,1
"5,528",37222,1062,332.5,3,4348,0
"5,529",2223,1066,359,1,3431,0
"5,530",1327,1170,441.5,5,2061,0
"5,531",6673,1294,,3,1096,0
"5,532",33371,860,,1,266,0
"5,533",24266,1032,383,5,1321,1
"5,534",1497,1106,222,1,2094,1
"5,535",4385,1036,,3,2013,0
"5,536",37834,1262,360,3,2304,0
"5,537",2352,1106,,1,553,0
"5,538",5819,990,254,7,4477,0
"5,539",20213,980,404,7,2782,0
"5,540",28544,1124,462,3,785,0
"5,541",7773,874,137,9,218,1
"5,542",19142,992,419,3,4592,0
"5,543",8305,1250,462,3,3905,0
"5,544",27663,1106,423.5,1,2941,0
"5,545",38103,1048,373,3,3344,0
"5,546",12757,1140,383,1,192,0
"5,547",446,1170,,5,4890,0
"5,548",10459,1214,441.5,1,2428,0
"5,549",49614,1106,406,3,2959,0
"5,550",1549,1106,,1,1397,0
"5,551",25498,1282,346,1,4324,0
"5,552",37949,1106,447,5,610,0
"5,553",14238,798,280,3,3500,1
"5,554",33555,1054,432,1,1327,0
"5,555",6039,1034,406,11,1134,0
"5,556",39372,1020,383,1,759,0
"5,557",1830,1036,354,11,1700,1
"5,558",22013,1106,419,1,149,0
"5,559",36762,950,360,3,1460,0
"5,560",48677,950,251,1,4713,1
"5,561",34536,1352,503,3,2095,0
"5,562",41221,842,264,3,1823,0
"5,563",49383,1088,323.5,1,1117,0
"5,564",33852,940,260,7,2318,1
"5,565",23339,844,380.5,5,4122,0
"5,566",40204,1282,,1,2410,0
"5,567",24231,1242,458,5,315,0
"5,568",11881,988,227,5,2941,0
"5,569",6032,1292,430.5,1,312,1
"5,570",47660,880,400.5,3,1718,0
"5,571",6457,996,422,1,3690,0
"5,572",47797,1106,,1,3594,1
"5,573",36485,1174,406,1,3233,0
"5,574",47151,1196,422,13,2010,1
"5,575",7441,1272,364.5,5,3147,0
"5,576",19045,944,230.5,11,2308,0
"5,577",29809,1106,347,5,3496,0
"5,578",26899,1106,475.5,1,3540,0
"5,579",26659,1226,411.5,3,3608,0
"5,580",49214,1106,,1,1003,0
"5,581",6433,812,346.5,1,1744,1
"5,582",8002,1042,324.5,3,2985,0
"5,583",13572,1100,434,1,2929,0
"5,584",4725,1096,441.5,7,3570,0
"5,585",2945,1106,,13,1255,0
"5,586",44795,1160,391,1,1247,0
"5,587",7027,998,,5,4500,0
"5,588",42795,1298,404,3,2534,0
"5,589",45001,1106,,1,3370,0
"5,590",29147,1098,304,3,2981,0
"5,591",28175,1222,391.5,3,3630,0
"5,592",9063,1006,437.5,3,1586,0
"5,593",42402,1288,,1,4623,0
"5,594",30988,1230,416,9,3251,0
"5,595",19371,1060,362,11,2788,0
"5,596",43179,1410,335.5,3,1030,0
"5,597",5479,1106,,1,1993,1
"5,598",8067,1106,,1,202,1
"5,599",46770,1204,435,3,1785,0
"5,600",48299,1322,473,1,2971,0
"5,601",20687,1366,351,3,1272,0
"5,602",5641,950,289,1,2572,0
"5,603",1048,1184,383,1,4583,0
"5,604",39545,1166,332.5,5,4957,1
"5,605",18741,1174,,1,3551,0
"5,606",26179,1248,430,1,4245,0
"5,607",19908,1402,424.5,1,263,0
"5,608",9406,1172,352,3,2680,0
"5,609",29649,1260,,1,4002,0
"5,610",22014,686,279,9,3611,1
"5,611",1154,1272,,1,2256,0
"5,612",25807,796,,3,2617,1
"5,613",24673,1274,353,1,187,0
"5,614",42528,1086,397,3,4225,0
"5,615",20394,1130,427,1,3358,0
"5,616",26003,1106,246.5,9,1582,0
"5,617",7102,1346,452.5,3,589,0
"5,618",15124,898,328,5,1976,1
"5,619",46372,1106,,1,4350,0
"5,620",27346,1026,328,3,4895,1
"5,621",5368,1200,407,3,4486,0
"5,622",9710,1194,503,1,1049,0
"5,623",16677,1174,283,5,309,0
"5,624",23816,1010,300.5,11,2420,1
"5,625",2621,988,352,9,3240,0
"5,626",30634,782,266,11,4268,0
"5,627",30577,1382,445.5,1,2947,0
"5,628",41949,970,259,1,4486,1
"5,629",41556,1392,,5,3628,0
"5,630",39395,1106,378.5,5,1252,0
"5,631",23701,1030,309.5,3,3772,0
"5,632",48339,1190,,1,210,0
"5,633",45237,1114,452.5,1,2931,0
"5,634",18901,1208,400.5,9,1805,0
"5,635",36675,1178,349.5,1,4070,0
"5,636",15449,1290,385.5,1,1449,1
"5,637",19897,962,,1,505,0
"5,638",5514,1194,367,3,875,0
"5,639",9028,1234,424.5,1,3176,0
"5,640",26403,1410,400.5,3,4541,0
"5,641",16206,1152,324.5,5,2510,0
"5,642",2669,1106,,1,905,0
"5,643",2281,1034,268.5,5,4917,1
"5,644",2996,1106,,1,876,0
"5,645",14933,1106,,1,3200,0
"5,646",2872,1314,359,1,1693,0
"5,647",40332,1180,328,3,3343,0
"5,648",32949,1294,371,3,2114,0
"5,649",35096,890,328,3,4254,1
"5,650",9993,1076,325,9,2388,1
"5,651",49126,1284,,1,2184,0
"5,652",5643,1142,452.5,3,4556,0
"5,653",26265,1144,422,1,4386,0
"5,654",25084,892,377.5,5,1476,0
"5,655",95,1440,438,3,704,0
"5,656",744,1194,,3,134,0
"5,657",6248,1320,443.5,1,3442,0
"5,658",42904,1242,310,3,2266,1
"5,659",15067,1352,475.5,3,1904,0
"5,660",44387,1234,389.5,3,4489,0
"5,661",15549,1088,288.5,1,3322,1
"5,662",29156,1156,359.5,7,3032,0
"5,663",24082,888,304.5,7,4922,0
"5,664",32585,970,367,3,3037,1
"5,665",31593,1148,431.5,1,1546,0
"5,666",18691,1048,,3,4906,0
"5,667",37080,1450,307.5,9,3187,1
"5,668",29245,1024,283.5,5,1467,0
"5,669",30059,1066,300.5,11,3332,1
"5,670",30287,1190,383,5,2197,0
"5,671",24907,1106,357,1,2493,0
"5,672",27061,846,310,13,119,0
"5,673",39038,1186,388,1,2732,1
"5,674",49522,1106,,1,4477,0
"5,675",21441,764,283,7,98,0
"5,676",18999,1296,372.5,1,4795,0
"5,677",35561,1126,372,3,1908,0
"5,678",29330,1284,452.5,1,2747,0
"5,679",9148,974,418,17,1853,0
"5,680",42944,1450,400.5,7,4762,0
"5,681",22958,1074,368.5,3,1636,0
"5,682",18833,1086,328,5,3890,1
"5,683",42980,1010,292,5,4581,0
"5,684",25366,1368,452,1,293,0
"5,685",24566,1106,475.5,3,3874,0
"5,686",9368,1072,,1,1261,0
"5,687",17641,982,360,7,4900,0
"5,688",37554,1106,300.5,1,4011,0
"5,689",1970,980,278,5,4274,0
"5,690",49283,1106,362.5,3,1670,0
"5,691",1969,1016,266.5,3,2888,0
"5,692",10104,1450,482.5,1,3175,0
"5,693",1979,942,324.5,3,807,1
"5,694",9643,800,,9,3369,1
"5,695",41537,1106,,1,4596,0
"5,696",1327,842,400,5,4373,0
"5,697",22918,1106,,1,1576,1
"5,698",27504,1404,443.5,1,455,0
"5,699",17808,996,348,3,390,0
"5,700",8699,962,357,5,3203,0
"5,701",19074,1150,389.5,5,4349,0
"5,702",11850,1316,328,5,2288,0
"5,703",24036,960,274.5,7,4652,0
"5,704",4456,1220,452.5,1,4149,0
"5,705",28844,924,424.5,1,1117,1
"5,706",1378,1106,452.5,3,531,0
"5,707",43091,1078,346.5,3,1772,0
"5,708",49433,1106,482.5,1,771,0
"5,709",11309,1130,330.5,7,428,0
"5,710",8642,1086,383,7,3584,0
"5,711",20654,1280,447.5,3,1983,0
"5,712",15184,936,325,5,95,0
"5,713",31171,1016,436,3,4619,0
"5,714",22917,966,226.5,5,750,1
"5,715",5340,1404,419,1,811,0
"5,716",22985,1016,120.5,1,3595,1
"5,717",9444,1450,424.5,1,2049,0
"5,718",35637,1062,385.5,1,3488,0
"5,719",9593,1048,,1,4588,0
"5,720",19817,1200,269.5,7,204,0
"5,721",16141,1212,414.5,3,1771,0
"5,722",37532,1106,421,3,1092,0
"5,723",34119,1106,451,1,3922,0
"5,724",43170,918,307.5,9,4290,0
"5,725",18997,1046,380,1,3176,0
"5,726",39744,742,,7,1446,1
"5,727",30058,932,355.5,3,2281,0
"5,728",18138,1044,325,3,3314,0
"5,729",39494,1078,145,3,1889,1
"5,730",34738,1050,,5,3782,0
"5,731",2404,1174,441.5,5,96,0
"5,732",28103,1176,423,1,961,0
"5,733",19880,1110,221.5,11,1715,0
"5,734",11,1170,461.5,3,4587,0
"5,735",6194,1108,415,3,3615,0
"5,736",2679,1212,395,13,1440,0
"5,737",17573,1368,473,1,4858,0
"5,738",23563,996,391.5,5,1729,0
"5,739",26371,1256,465,1,4304,0
"5,740",13097,1196,436,1,3948,0
"5,741",9134,1106,396,1,153,0
"5,742",46608,1216,424.5,5,908,0
"5,743",37846,1066,282,5,4420,0
"5,744",45665,988,330.5,5,1557,0
"5,745",41452,1106,376.5,11,529,0
"5,746",3963,1222,420.5,1,746,0
"5,747",996,1102,211,33,186,1
"5,748",5202,1344,354,1,1681,0
"5,749",7105,954,383,1,2399,0
"5,750",9956,1126,362.5,1,1992,0
"5,751",11898,950,413.5,3,3517,0
"5,752",43175,1072,328,3,1314,0
"5,753",28563,1186,292,1,4712,1
"5,754",22076,1106,,7,924,0
"5,755",33683,1106,,1,1853,0
"5,756",21407,804,269,21,4001,0
"5,757",26286,1058,350,21,3336,0
"5,758",1293,1282,280.5,3,1569,0
"5,759",41840,1196,301,7,2124,1
"5,760",34214,1106,,1,3967,1
"5,761",4728,828,308,3,4531,1
"5,762",25577,1126,406,3,2078,0
"5,763",31997,1116,403.5,1,4452,0
"5,764",41376,1126,402.5,1,3193,0
"5,765",19035,1106,,1,580,0
"5,766",34445,1346,380.5,7,1157,0
"5,767",35348,1332,386.5,1,4980,0
"5,768",16292,1088,265.5,1,1434,0
"5,769",9218,1290,419,7,1075,0
"5,770",11725,988,310,1,1818,0
"5,771",40497,1082,323.5,15,4207,0
"5,772",26032,1034,274,9,3114,0
"5,773",44641,1034,,3,4755,0
"5,774",29578,1018,270,1,4243,0
"5,775",49360,770,396,5,1043,0
"5,776",6225,1194,360,19,1491,1
"5,777",15687,1106,,1,533,0
"5,778",6322,994,229.5,7,3142,1
"5,779",34321,1102,424.5,3,2593,0
"5,780",29814,1106,355.5,1,1130,0
"5,781",29163,1106,411.5,5,2276,0
"5,782",11042,1106,512.5,1,2484,0
"5,783",6272,978,,1,4036,0
"5,784",6276,806,176,7,302,1
"5,785",5564,1092,413.5,3,436,0
"5,786",17912,958,355.5,3,1975,0
"5,787",34833,1204,,1,2362,0
"5,788",40512,1130,444,3,4871,0
"5,789",41505,1344,420.5,3,3612,0
"5,790",16112,1428,475.5,3,1907,0
"5,791",34696,1104,380,3,4176,0
"5,792",15432,910,259,7,2859,1
"5,793",35550,860,325,11,1579,1
"5,794",27744,1086,355.5,1,1545,0
"5,795",41922,900,402.5,5,199,0
"5,796",33466,908,332.5,1,1722,0
"5,797",6028,1024,371,3,1770,0
"5,798",26211,1106,437.5,3,4237,0
"5,799",20380,1090,400.5,3,1223,1
"5,800",15914,1038,383,5,3932,1
"5,801",46908,1424,475.5,1,3580,0
"5,802",2487,1190,330.5,1,3738,0
"5,803",14408,1106,324,1,4748,1
"5,804",46602,1324,437.5,3,1104,0
"5,805",39980,1440,469.5,3,4735,0
"5,806",7160,1302,467,3,1993,0
"5,807",44423,1358,503,7,1238,0
"5,808",11003,1156,408,1,3043,0
"5,809",40857,1106,411.5,1,4001,0
"5,810",47560,1106,404,3,3546,0
"5,811",40641,972,276.5,5,3742,1
"5,812",2689,944,391.5,7,3398,1
"5,813",3128,1106,,1,3947,0
"5,814",33277,862,299.5,1,2175,0
"5,815",33140,1162,304.5,5,947,0
"5,816",49432,1344,332.5,3,3238,0
"5,817",27764,1036,427,1,4390,0
"5,818",34032,1186,461.5,1,2188,0
"5,819",1414,1242,380,1,2357,0
"5,820",12782,1302,466,1,4946,0
"5,821",12168,1226,441.5,1,4876,1
"5,822",9836,1082,324.5,5,4293,1
"5,823",43016,978,310,5,2291,1
"5,824",8959,1062,451,7,298,1
"5,825",49868,1106,311,3,3921,1
"5,826",37657,1280,328,3,666,1
"5,827",47543,1284,456.5,3,3054,0
"5,828",20975,1106,408.5,1,1675,0
"5,829",4837,1330,425,3,1334,0
"5,830",1778,1248,401.5,1,406,0
"5,831",10390,1106,409.5,1,4293,1
"5,832",38427,994,398.5,1,4230,0
"5,833",6055,1006,404,5,3711,0
"5,834",15833,1250,342,3,1214,0
"5,835",3055,1068,382,3,303,0
"5,836",4615,1080,396,1,1933,0
"5,837",4047,1106,357,3,919,0
"5,838",25567,1122,300.5,3,4040,0
"5,839",11404,1314,437.5,7,2141,0
"5,840",27069,972,310,5,1116,1
"5,841",26994,826,117.5,1,1121,1
"5,842",26952,1106,,3,2539,0
"5,843",26295,1424,414.5,3,453,0
"5,844",15183,1218,358,7,2238,0
"5,845",13982,1106,,1,868,1
"5,846",33908,1230,406,3,4263,0
"5,847",8331,1292,432,1,2653,0
"5,848",37406,972,445.5,3,3201,0
"5,849",13455,1106,397,1,2297,0
"5,850",33083,1232,294.5,3,1809,0
"5,851",48023,1234,216.5,1,2265,0
"5,852",34407,1026,277.5,1,2866,1
"5,853",30134,1106,432.5,5,1664,0
"5,854",29588,1106,400.5,1,2260,0
"5,855",49726,1146,473,1,3742,0
"5,856",28489,1302,276,5,640,0
"5,857",8738,1008,271.5,3,527,1
"5,858",30588,1356,360,1,3148,0
"5,859",28952,902,217.5,9,3153,1
"5,860",35841,1116,398.5,5,3491,0
"5,861",16419,1228,395.5,3,3818,0
"5,862",6053,844,310,7,269,0
"5,863",45759,1158,402.5,1,3224,0
"5,864",17526,810,327,1,3461,0
"5,865",27944,1106,,1,2460,0
